tag,text
p,"It is not always possible to load a model trained with older versions of the
scikit-learn library and its dependencies in an updated software environment.
Instead, you might need to retrain the model with the new versions of all
the libraries. So when training a model, it is important to record the training
recipe (e.g. a Python script) and training set information, and metadata about
all the dependencies to be able to automatically reconstruct the same training
environment for the updated software."
p,"When an estimator is loaded with a scikit-learn version that is inconsistent
with the version the estimator was pickled with, an InconsistentVersionWarning is raised. This warning
can be caught to obtain the original version the estimator was pickled with:"
p,"The last step after training a scikit-learn model is serving the model.
Once the trained model is successfully loaded, it can be served to manage
different prediction requests. This can involve deploying the model as a
web service using containerization, or other model deployment strategies,
according to the specifications."
p,"Based on the different approaches for model persistence, the key points for
each approach can be summarized as follows:"
p,"ONNX : It provides a uniform format for persisting any machine learning or
deep learning model (other than scikit-learn) and is useful for model
inference (predictions). It can however, result in compatibility issues with
different frameworks."
p,"skops.io : Trained scikit-learn models can be easily shared and put
into production using skops.io . It is more secure compared to
alternate approaches based on pickle because it does not load
arbitrary code unless explicitly asked for by the user. Such code needs to be
packaged and importable in the target Python environment."
p,"joblib : Efficient memory mapping techniques make it faster when using
the same persisted model in multiple Python processes when using mmap_mode=""r"" . It also gives easy shortcuts to compress and decompress the
persisted object without the need for extra code. However, it may trigger the
execution of malicious code when loading a model from an untrusted source as
any other pickle-based persistence mechanism."
p,"pickle : It is native to Python and most Python objects can be
serialized and deserialized using pickle , including custom Python
classes and functions as long as they are defined in a package that can be
imported in the target environment. While pickle can be used to easily
save and load scikit-learn models, it may trigger the execution of malicious
code while loading a model from an untrusted source. pickle can also
be very efficient memorywise if the model was persisted with protocol=5 but
it does not support memory mapping."
p,"cloudpickle : It has comparable loading efficiency as pickle and joblib (without memory mapping), but offers additional flexibility to
serialize custom Python code such as lambda expressions and interactively
defined functions and classes. It might be a last resort to persist pipelines
with custom Python components such as a sklearn.preprocessing.FunctionTransformer that wraps a function
defined in the training script itself or more generally outside of any
importable Python package. Note that cloudpickle offers no forward
compatibility guarantees and you might need the same version of cloudpickle to load the persisted model along with the same version of all
the libraries used to define the model. As the other pickle-based persistence
mechanisms, it may trigger the execution of malicious code while loading
a model from an untrusted source."
p,12. Common pitfalls and recommended practices
pre,">>> from sklearn import ensemble >>> from sklearn import datasets >>> clf = ensemble . HistGradientBoostingClassifier () >>> X , y = datasets . load_iris ( return_X_y = True ) >>> clf . fit ( X , y ) HistGradientBoostingClassifier()"
pre,"from skl2onnx import to_onnx onx = to_onnx ( clf , X [: 1 ] . astype ( numpy . float32 ), target_opset = 12 ) with open ( ""filename.onnx"" , ""wb"" ) as f : f . write ( onx . SerializeToString ())"
pre,"from onnxruntime import InferenceSession with open ( ""filename.onnx"" , ""rb"" ) as f : onx = f . read () sess = InferenceSession ( onx , providers = [ ""CPUExecutionProvider"" ]) pred_ort = sess . run ( None , { ""X"" : X_test . astype ( numpy . float32 )})[ 0 ]"
pre,"import skops.io as sio obj = sio . dump ( clf , ""filename.skops"" )"
pre,"unknown_types = sio . get_untrusted_types ( file = ""filename.skops"" ) # investigate the contents of unknown_types, and only load if you trust # everything you see. clf = sio . load ( ""filename.skops"" , trusted = unknown_types )"
pre,"# Here you can replace pickle with joblib or cloudpickle from pickle import dump with open ( ""filename.pkl"" , ""wb"" ) as f : dump ( clf , f , protocol = 5 )"
pre,"# Here you can replace pickle with joblib or cloudpickle from pickle import load with open ( ""filename.pkl"" , ""rb"" ) as f : clf = load ( f )"
pre,"from sklearn.exceptions import InconsistentVersionWarning warnings . simplefilter ( ""error"" , InconsistentVersionWarning ) try : with open ( ""model_from_previous_version.pickle"" , ""rb"" ) as f : est = pickle . load ( f ) except InconsistentVersionWarning as w : print ( w . original_sklearn_version )"
h1,12. Common pitfalls and recommended practices #
h2,12.1. Inconsistent preprocessing #
h2,12.2. Data leakage #
h2,12.3. Controlling randomness #
h3,12.2.1. How to avoid data leakage #
h3,12.2.2. Data leakage during pre-processing #
h3,"12.3.1. Using None or RandomState instances, and repeated calls to fit and split #"
h3,12.3.2. Common pitfalls and subtleties #
h3,12.3.3. General recommendations #
p,"The purpose of this chapter is to illustrate some common pitfalls and
anti-patterns that occur when using scikit-learn. It provides
examples of what not to do, along with a corresponding correct
example."
p,"scikit-learn provides a library of Dataset transformations , which
may clean (see Preprocessing data ), reduce
(see Unsupervised dimensionality reduction ), expand (see Kernel Approximation )
or generate (see Feature extraction ) feature representations.
If these data transforms are used when training a model, they also
must be used on subsequent datasets, whether it’s test data or
data in a production system. Otherwise, the feature space will change,
and the model will not be able to perform effectively."
p,"For the following example, let’s create a synthetic dataset with a
single feature:"
p,Wrong
p,"The train dataset is scaled, but not the test dataset, so model
performance on the test dataset is worse than expected:"
p,Right
p,"Instead of passing the non-transformed X_test to predict , we should
transform the test data, the same way we transformed the training data:"
p,"Alternatively, we recommend using a Pipeline , which makes it easier to chain transformations
with estimators, and reduces the possibility of forgetting a transformation:"
p,"Pipelines also help avoiding another common pitfall: leaking the test data
into the training data."
p,"Data leakage occurs when information that would not be available at prediction
time is used when building the model. This results in overly optimistic
performance estimates, for example from cross-validation , and thus poorer performance when the model is used
on actually novel data, for example during production."
p,"A common cause is not keeping the test and train data subsets separate.
Test data should never be used to make choices about the model. The general rule is to never call fit on the test data . While this
may sound obvious, this is easy to miss in some cases, for example when
applying certain pre-processing steps."
p,"Although both train and test data subsets should receive the same
preprocessing transformation (as described in the previous section), it is
important that these transformations are only learnt from the training data.
For example, if you have a
normalization step where you divide by the average value, the average should
be the average of the train subset, not the average of all the data. If the
test subset is included in the average calculation, information from the test
subset is influencing the model."
p,Below are some tips on avoiding data leakage:
p,"Always split the data into train and test subsets first, particularly
before any preprocessing steps."
p,"Never include test data when using the fit and fit_transform methods. Using all the data, e.g., fit(X) , can result in overly optimistic
scores."
p,"Conversely, the transform method should be used on both train and test
subsets as the same preprocessing should be applied to all the data.
This can be achieved by using fit_transform on the train subset and transform on the test subset."
p,"The scikit-learn pipeline is a great way to prevent data
leakage as it ensures that the appropriate method is performed on the
correct data subset. The pipeline is ideal for use in cross-validation
and hyper-parameter tuning functions."
p,An example of data leakage during preprocessing is detailed below.
p,"We here choose to illustrate data leakage with a feature selection step.
This risk of leakage is however relevant with almost all transformations
in scikit-learn, including (but not limited to) StandardScaler , SimpleImputer , and PCA ."
p,"A number of Feature selection functions are available in scikit-learn.
They can help remove irrelevant, redundant and noisy features as well as
improve your model build time and performance. As with any other type of
preprocessing, feature selection should only use the training data.
Including the test data in feature selection will optimistically bias your
model."
p,"To demonstrate we will create this binary classification problem with
10,000 randomly generated features:"
p,"Using all the data to perform feature selection results in an accuracy score
much higher than chance, even though our targets are completely random.
This randomness means that our X and y are independent and we thus expect
the accuracy to be around 0.5. However, since the feature selection step
‘sees’ the test data, the model has an unfair advantage. In the incorrect
example below we first use all the data for feature selection and then split
the data into training and test subsets for model fitting. The result is a
much higher than expected accuracy score:"
p,"To prevent data leakage, it is good practice to split your data into train
and test subsets first . Feature selection can then be formed using just
the train dataset. Notice that whenever we use fit or fit_transform , we
only use the train dataset. The score is now what we would expect for the
data, close to chance:"
p,"Here again, we recommend using a Pipeline to chain
together the feature selection and model estimators. The pipeline ensures
that only the training data is used when performing fit and the test data
is used only for calculating the accuracy score:"
p,"The pipeline can also be fed into a cross-validation
function such as cross_val_score .
Again, the pipeline ensures that the correct data subset and estimator
method is used during fitting and predicting:"
p,"Some scikit-learn objects are inherently random. These are usually estimators
(e.g. RandomForestClassifier ) and cross-validation
splitters (e.g. KFold ). The randomness of
these objects is controlled via their random_state parameter, as described
in the Glossary . This section expands on the glossary
entry, and describes good practices and common pitfalls w.r.t. this
subtle parameter."
p,Recommendation summary
p,"For an optimal robustness of cross-validation (CV) results, pass RandomState instances when creating estimators, or leave random_state to None . Passing integers to CV splitters is usually the safest option
and is preferable; passing RandomState instances to splitters may
sometimes be useful to achieve very specific use-cases.
For both estimators and splitters, passing an integer vs passing an
instance (or None ) leads to subtle but significant differences,
especially for CV procedures. These differences are important to
understand when reporting results."
p,"For reproducible results across executions, remove any use of random_state=None ."
p,"The random_state parameter determines whether multiple calls to fit (for estimators) or to split (for CV splitters) will produce the same
results, according to these rules:"
p,"If an integer is passed, calling fit or split multiple times always
yields the same results."
p,"If None or a RandomState instance is passed: fit and split will
yield different results each time they are called, and the succession of
calls explores all sources of entropy. None is the default value for all random_state parameters."
p,We here illustrate these rules for both estimators and CV splitters.
p,"Since passing random_state=None is equivalent to passing the global RandomState instance from numpy ( random_state=np.random.mtrand._rand ), we will not explicitly mention None here. Everything that applies to instances also applies to using None ."
p,"Passing instances means that calling fit multiple times will not yield the
same results, even if the estimator is fitted on the same data and with the
same hyper-parameters:"
p,"We can see from the snippet above that repeatedly calling sgd.fit has
produced different models, even if the data was the same. This is because the
Random Number Generator (RNG) of the estimator is consumed (i.e. mutated)
when fit is called, and this mutated RNG will be used in the subsequent
calls to fit . In addition, the rng object is shared across all objects
that use it, and as a consequence, these objects become somewhat
inter-dependent. For example, two estimators that share the same RandomState instance will influence each other, as we will see later when
we discuss cloning. This point is important to keep in mind when debugging."
p,"If we had passed an integer to the random_state parameter of the SGDClassifier , we would have obtained the
same models, and thus the same scores each time. When we pass an integer, the
same RNG is used across all calls to fit . What internally happens is that
even though the RNG is consumed when fit is called, it is always reset to
its original state at the beginning of fit ."
p,"Randomized CV splitters have a similar behavior when a RandomState instance is passed; calling split multiple times yields different data
splits:"
p,"We can see that the splits are different from the second time split is
called. This may lead to unexpected results if you compare the performance of
multiple estimators by calling split many times, as we will see in the next
section."
p,"While the rules that govern the random_state parameter are seemingly simple,
they do however have some subtle implications. In some cases, this can even
lead to wrong conclusions."
p,"Different random_state types lead to different cross-validation
procedures"
p,"Depending on the type of the random_state parameter, estimators will behave
differently, especially in cross-validation procedures. Consider the
following snippet:"
p,"We see that the cross-validated scores of rf_123 and rf_inst are
different, as should be expected since we didn’t pass the same random_state parameter. However, the difference between these scores is more subtle than
it looks, and the cross-validation procedures that were performed by cross_val_score significantly differ in
each case :"
p,"Since rf_123 was passed an integer, every call to fit uses the same RNG:
this means that all random characteristics of the random forest estimator
will be the same for each of the 5 folds of the CV procedure. In
particular, the (randomly chosen) subset of features of the estimator will
be the same across all folds."
p,"Since rf_inst was passed a RandomState instance, each call to fit starts from a different RNG. As a result, the random subset of features
will be different for each fold."
p,"While having a constant estimator RNG across folds isn’t inherently wrong, we
usually want CV results that are robust w.r.t. the estimator’s randomness. As
a result, passing an instance instead of an integer may be preferable, since
it will allow the estimator RNG to vary for each fold."
p,"Here, cross_val_score will use a
non-randomized CV splitter (as is the default), so both estimators will
be evaluated on the same splits. This section is not about variability in
the splits. Also, whether we pass an integer or an instance to make_classification isn’t relevant for our
illustration purpose: what matters is what we pass to the RandomForestClassifier estimator."
p,Another subtle side effect of passing RandomState instances is how clone will work:
p,"Since a RandomState instance was passed to a , a and b are not clones
in the strict sense, but rather clones in the statistical sense: a and b will still be different models, even when calling fit(X, y) on the same
data. Moreover, a and b will influence each other since they share the
same internal RNG: calling a.fit will consume b ’s RNG, and calling b.fit will consume a ’s RNG, since they are the same. This bit is true for
any estimators that share a random_state parameter; it is not specific to
clones."
p,"If an integer were passed, a and b would be exact clones and they would not
influence each other."
p,"Even though clone is rarely used in user code, it is
called pervasively throughout scikit-learn codebase: in particular, most
meta-estimators that accept non-fitted estimators call clone internally
( GridSearchCV , StackingClassifier , CalibratedClassifierCV , etc.)."
p,"When passed a RandomState instance, CV splitters yield different splits
each time split is called. When comparing different estimators, this can
lead to overestimating the variance of the difference in performance between
the estimators:"
p,"Directly comparing the performance of the LinearDiscriminantAnalysis estimator
vs the GaussianNB estimator on each fold would
be a mistake: the splits on which the estimators are evaluated are
different . Indeed, cross_val_score will
internally call cv.split on the same KFold instance, but the splits will be
different each time. This is also true for any tool that performs model
selection via cross-validation, e.g. GridSearchCV and RandomizedSearchCV : scores are not
comparable fold-to-fold across different calls to search.fit , since cv.split would have been called multiple times. Within a single call to search.fit , however, fold-to-fold comparison is possible since the search
estimator only calls cv.split once."
p,"For comparable fold-to-fold results in all scenarios, one should pass an
integer to the CV splitter: cv = KFold(shuffle=True, random_state=0) ."
p,"While fold-to-fold comparison is not advisable with RandomState instances, one can however expect that average scores allow to conclude
whether one estimator is better than another, as long as enough folds and
data are used."
p,"What matters in this example is what was passed to KFold . Whether we pass a RandomState instance or an integer to make_classification is not relevant for our illustration purpose. Also, neither LinearDiscriminantAnalysis nor GaussianNB are randomized estimators."
p,"In order to obtain reproducible (i.e. constant) results across multiple program executions , we need to remove all uses of random_state=None , which
is the default. The recommended way is to declare a rng variable at the top
of the program, and pass it down to any object that accepts a random_state parameter:"
p,"We are now guaranteed that the result of this script will always be 0.84, no
matter how many times we run it. Changing the global rng variable to a
different value should affect the results, as expected."
p,"It is also possible to declare the rng variable as an integer. This may
however lead to less robust cross-validation results, as we will see in the
next section."
p,We do not recommend setting the global numpy seed by calling np.random.seed(0) . See here for a discussion.
p,"When we evaluate a randomized estimator performance by cross-validation, we
want to make sure that the estimator can yield accurate predictions for new
data, but we also want to make sure that the estimator is robust w.r.t. its
random initialization. For example, we would like the random weights
initialization of an SGDClassifier to be
consistently good across all folds: otherwise, when we train that estimator
on new data, we might get unlucky and the random initialization may lead to
bad performance. Similarly, we want a random forest to be robust w.r.t. the
set of randomly selected features that each tree will be using."
p,"For these reasons, it is preferable to evaluate the cross-validation
performance by letting the estimator use a different RNG on each fold. This
is done by passing a RandomState instance (or None ) to the estimator
initialization."
p,"When we pass an integer, the estimator will use the same RNG on each fold:
if the estimator performs well (or bad), as evaluated by CV, it might just be
because we got lucky (or unlucky) with that specific seed. Passing instances
leads to more robust CV results, and makes the comparison between various
algorithms fairer. It also helps limiting the temptation to treat the
estimator’s RNG as a hyper-parameter that can be tuned."
p,"Whether we pass RandomState instances or integers to CV splitters has no
impact on robustness, as long as split is only called once. When split is called multiple times, fold-to-fold comparison isn’t possible anymore. As
a result, passing integer to CV splitters is usually safer and covers most
use-cases."
p,13. Data Interoperability
pre,">>> from sklearn.datasets import make_regression >>> from sklearn.model_selection import train_test_split >>> random_state = 42 >>> X , y = make_regression ( random_state = random_state , n_features = 1 , noise = 1 ) >>> X_train , X_test , y_train , y_test = train_test_split ( ... X , y , test_size = 0.4 , random_state = random_state )"
pre,">>> from sklearn.metrics import mean_squared_error >>> from sklearn.linear_model import LinearRegression >>> from sklearn.preprocessing import StandardScaler >>> scaler = StandardScaler () >>> X_train_transformed = scaler . fit_transform ( X_train ) >>> model = LinearRegression () . fit ( X_train_transformed , y_train ) >>> mean_squared_error ( y_test , model . predict ( X_test )) 62.80..."
pre,">>> X_test_transformed = scaler . transform ( X_test ) >>> mean_squared_error ( y_test , model . predict ( X_test_transformed )) 0.90..."
pre,">>> from sklearn.pipeline import make_pipeline >>> model = make_pipeline ( StandardScaler (), LinearRegression ()) >>> model . fit ( X_train , y_train ) Pipeline(steps=[('standardscaler', StandardScaler()), ('linearregression', LinearRegression())]) >>> mean_squared_error ( y_test , model . predict ( X_test )) 0.90..."
pre,">>> import numpy as np >>> n_samples , n_features , n_classes = 200 , 10000 , 2 >>> rng = np . random . RandomState ( 42 ) >>> X = rng . standard_normal (( n_samples , n_features )) >>> y = rng . choice ( n_classes , n_samples )"
pre,">>> from sklearn.model_selection import train_test_split >>> from sklearn.feature_selection import SelectKBest >>> from sklearn.ensemble import HistGradientBoostingClassifier >>> from sklearn.metrics import accuracy_score >>> # Incorrect preprocessing: the entire data is transformed >>> X_selected = SelectKBest ( k = 25 ) . fit_transform ( X , y ) >>> X_train , X_test , y_train , y_test = train_test_split ( ... X_selected , y , random_state = 42 ) >>> gbc = HistGradientBoostingClassifier ( random_state = 1 ) >>> gbc . fit ( X_train , y_train ) HistGradientBoostingClassifier(random_state=1) >>> y_pred = gbc . predict ( X_test ) >>> accuracy_score ( y_test , y_pred ) 0.76"
pre,">>> X_train , X_test , y_train , y_test = train_test_split ( ... X , y , random_state = 42 ) >>> select = SelectKBest ( k = 25 ) >>> X_train_selected = select . fit_transform ( X_train , y_train ) >>> gbc = HistGradientBoostingClassifier ( random_state = 1 ) >>> gbc . fit ( X_train_selected , y_train ) HistGradientBoostingClassifier(random_state=1) >>> X_test_selected = select . transform ( X_test ) >>> y_pred = gbc . predict ( X_test_selected ) >>> accuracy_score ( y_test , y_pred ) 0.5"
pre,">>> from sklearn.pipeline import make_pipeline >>> X_train , X_test , y_train , y_test = train_test_split ( ... X , y , random_state = 42 ) >>> pipeline = make_pipeline ( SelectKBest ( k = 25 ), ... HistGradientBoostingClassifier ( random_state = 1 )) >>> pipeline . fit ( X_train , y_train ) Pipeline(steps=[('selectkbest', SelectKBest(k=25)), ('histgradientboostingclassifier', HistGradientBoostingClassifier(random_state=1))]) >>> y_pred = pipeline . predict ( X_test ) >>> accuracy_score ( y_test , y_pred ) 0.5"
pre,">>> from sklearn.model_selection import cross_val_score >>> scores = cross_val_score ( pipeline , X , y ) >>> print ( f ""Mean accuracy: { scores . mean () : .2f } +/- { scores . std () : .2f } "" ) Mean accuracy: 0.43+/-0.05"
pre,">>> from sklearn.linear_model import SGDClassifier >>> from sklearn.datasets import make_classification >>> import numpy as np >>> rng = np . random . RandomState ( 0 ) >>> X , y = make_classification ( n_features = 5 , random_state = rng ) >>> sgd = SGDClassifier ( random_state = rng ) >>> sgd . fit ( X , y ) . coef_ array([[ 8.85418642,  4.79084103, -3.13077794,  8.11915045, -0.56479934]]) >>> sgd . fit ( X , y ) . coef_ array([[ 6.70814003,  5.25291366, -7.55212743,  5.18197458,  1.37845099]])"
pre,">>> from sklearn.model_selection import KFold >>> import numpy as np >>> X = y = np . arange ( 10 ) >>> rng = np . random . RandomState ( 0 ) >>> cv = KFold ( n_splits = 2 , shuffle = True , random_state = rng ) >>> for train , test in cv . split ( X , y ): ... print ( train , test ) [0 3 5 6 7] [1 2 4 8 9] [1 2 4 8 9] [0 3 5 6 7] >>> for train , test in cv . split ( X , y ): ... print ( train , test ) [0 4 6 7 8] [1 2 3 5 9] [1 2 3 5 9] [0 4 6 7 8]"
pre,">>> from sklearn.ensemble import RandomForestClassifier >>> from sklearn.datasets import make_classification >>> from sklearn.model_selection import cross_val_score >>> import numpy as np >>> X , y = make_classification ( random_state = 0 ) >>> rf_123 = RandomForestClassifier ( random_state = 123 ) >>> cross_val_score ( rf_123 , X , y ) array([0.85, 0.95, 0.95, 0.9 , 0.9 ]) >>> rf_inst = RandomForestClassifier ( random_state = np . random . RandomState ( 0 )) >>> cross_val_score ( rf_inst , X , y ) array([0.9 , 0.95, 0.95, 0.9 , 0.9 ])"
pre,>>> from sklearn import clone >>> from sklearn.ensemble import RandomForestClassifier >>> import numpy as np >>> rng = np . random . RandomState ( 0 ) >>> a = RandomForestClassifier ( random_state = rng ) >>> b = clone ( a )
pre,">>> from sklearn.naive_bayes import GaussianNB >>> from sklearn.discriminant_analysis import LinearDiscriminantAnalysis >>> from sklearn.datasets import make_classification >>> from sklearn.model_selection import KFold >>> from sklearn.model_selection import cross_val_score >>> import numpy as np >>> rng = np . random . RandomState ( 0 ) >>> X , y = make_classification ( random_state = rng ) >>> cv = KFold ( shuffle = True , random_state = rng ) >>> lda = LinearDiscriminantAnalysis () >>> nb = GaussianNB () >>> for est in ( lda , nb ): ... print ( cross_val_score ( est , X , y , cv = cv )) [0.8  0.75 0.75 0.7  0.85] [0.85 0.95 0.95 0.85 0.95]"
pre,">>> from sklearn.ensemble import RandomForestClassifier >>> from sklearn.datasets import make_classification >>> from sklearn.model_selection import train_test_split >>> import numpy as np >>> rng = np . random . RandomState ( 0 ) >>> X , y = make_classification ( random_state = rng ) >>> rf = RandomForestClassifier ( random_state = rng ) >>> X_train , X_test , y_train , y_test = train_test_split ( X , y , ... random_state = rng ) >>> rf . fit ( X_train , y_train ) . score ( X_test , y_test ) 0.84"
h1,13. Data Interoperability #
p,"Scikit-learn handles four kinds of data for X as used in fit(X, y) , fit(X) , fit_transform(X) and transform(X) as well as Xt as returned by transform(X) and fit_transform(X) :"
p,array-like objects
p,"In fit(X) and transform(X) , array-like X is converted to a numpy ndarray by
calling numpy.asarray upon them.
The returned Xt of transform and fit_transform is also a numpy ndarray or it
is a sparse matrix or sparse array, see next bullet."
p,sparse matrices and sparse arrays
p,"Many estimators can deal with sparse X , some cannot and will raise an error.
For instance, linear_model.LogisticRegression can be fit on sparse X , isotonic.IsotonicRegression can not."
p,"Some transformers return sparse Xt from transform and fit_transform .
Most often, it can be controlled by a sparse_output parameter as in preprocessing.SplineTransformer ."
p,"To control whether it returns a sparse matrix or a sparse array, use sparse_interface in config_context or set_config .
This also controls whether sparse attributes are sparse matrices or sparse arrays."
p,tabular data: pandas and polars dataframes
p,See Pandas/Polars Output for Transformers with set_output API .
p,Array API compliant arrays
p,"Very importantly, this includes arrays on the GPU, see Array API support (experimental) ."
p,13.1. Pandas/Polars Output for Transformers with set_output API
h1,13.1. Pandas/Polars Output for Transformers with set_output API #
h2,13.1.1. Propagation of Feature Names #
h2,13.1.2. Introducing the set_output API #
p,This part of the user guide explains how scikit-learn supports tabular data.
p,"By default, scikit-learn transformers (estimators with a transform method) return numpy arrays (sometimes also sparse arrays). Because numpy arrays do
not provide names for the indices of axes/dimensions, prior to version 1.0
the pipeline.Pipeline did not know how to propagate feature names:"
p,The single step estimators did not know how to handle incoming feature names.
p,The pipeline did not know how to pass feature names from step to step.
p,"In practice, a lot of use cases start with tabular data like a pandas dataframe or a polars dataframe which have column/feature names."
p,"A first step to support this important use case was made by the addition of the compose.ColumnTransformer in version 0.20 .
It acts as a gateway to apply different estimators on the different features. Most
notably it understands incoming feature names."
p,"It was then properly solved by SLEP007: Feature names, their generation and the API and fully implemented in version 1.1 , see
the release highlights 1.0 and release highlights 1.1 .
When an estimator is passed a dataframe during fit , the estimator will
set a feature_names_in_ attribute containing the feature names. It understands pandas
dataframes as well as dataframes with the Python dataframe interchange protocol __dataframe__ .
Furthermore, fitted estimators have the method get_feature_names_out . The get_feature_names_out of a transformer returns⸺you guessed it⸺the feature names of
what transform returns."
p,"A further major step to support dataframes in a “dataframe in, dataframe out” fashion was SLEP018 ,
implemented for pandas dataframes in version 1.2 and for
polars dataframes in version 1.4 . It introduced the set_output API to configure transformers to output pandas or polars DataFrames.
The output of transformers can be configured per estimator by calling
the set_output method or globally, by setting set_config(transform_output=""pandas"") .
Set it to ""polars"" instead of ""pandas"" if you want the same thing to happen but with
polars DataFrames."
p,The usage is basically as follows:
p,"Now the same, but with pandas set as output:"
p,"To return to the default, simply run:"
p,A more detailed example can be found in Introducing the set_output API .
p,13.2. Array API support (experimental)
pre,">>> import numpy as np >>> import pandas as pd >>> from sklearn.compose import ColumnTransformer >>> from sklearn.pipeline import make_pipeline >>> from sklearn.preprocessing import OneHotEncoder >>> from sklearn.linear_model import LinearRegression >>> X = pd . DataFrame ( ... { ""animals"" : [ ""cat"" , ""cat"" , ""dog"" , ""dog"" ], ""numeric"" : np . linspace ( - 1 , 1 , 4 )} ... ) >>> y = np . array ([ - 1.5 , 0 , 0.1 , 1.0 ]) >>> ct = ColumnTransformer ( ... [( ""categorical"" , OneHotEncoder ( sparse_output = False ), [ ""animals"" ])], ... remainder = ""passthrough"" , ... ) >>> model = make_pipeline ( ct , LinearRegression ()) . fit ( X , y ) >>> model . feature_names_in_ array(['animals', 'numeric'], dtype=object) >>> model [ 0 ] . get_feature_names_out () array(['categorical__animals_cat', 'categorical__animals_dog', 'remainder__numeric'], dtype=object) >>> model [ 0 ] . transform ( X ) array([[ 1.        ,  0.        , -1.        ], [ 1.        ,  0.        , -0.33333333], [ 0.        ,  1.        ,  0.33333333], [ 0.        ,  1.        ,  1.        ]])"
pre,">>> from sklearn import set_config >>> set_config ( transform_output = ""pandas"" ) >>> model [ 0 ] . transform ( X ) c..."
pre,">>> set_config ( transform_output = ""default"" )"
h1,13.2. Array API support (experimental) #
h2,13.2.1. Supported array libraries #
h2,13.2.2. Enabling array API support #
h2,13.2.3. Example usage #
h2,13.2.4. Support for array API compatible inputs #
h2,13.2.5. Input and output array type handling #
h2,13.2.6. Common estimator checks (for developers) #
h2,13.2.7. Notes #
h3,13.2.3.1. Moving estimators between devices #
h3,13.2.4.1. Estimators #
h3,13.2.4.2. Meta-estimators #
h3,13.2.4.3. Metrics #
h3,13.2.4.4. Tools #
h3,13.2.5.1. Estimators #
h3,13.2.5.2. Scoring functions #
h3,13.2.7.1. Note on MPS device support #
h3,13.2.7.2. Note on device support for float64 #
h3,13.2.7.3. Note on Intel GPU support #
p,"The array API specification defines
a standard API for all array manipulation libraries with a NumPy-like API."
p,"Some scikit-learn estimators that primarily rely on NumPy (as opposed to using
Cython) to implement the algorithmic logic of their fit , predict or transform methods can be configured to accept any Array API compatible input
data structures and automatically dispatch operations to the underlying namespace
instead of relying on NumPy."
p,"At this stage, this support is considered experimental , must be enabled
explicitly by the array_api_dispatch configuration and assumes that the latest
versions libraries are installed. See below for details."
p,"The following video provides an overview of the standard’s design principles
and how it facilitates interoperability between array libraries:"
p,Scikit-learn on GPUs with Array API by Thomas Fan at PyData NYC 2023.
p,"The following table lists the libraries and hardware for which we run automated
compliance tests on a regular basis. Other array API conforming libraries and
devices might also work out of the box."
p,Library
p,Install
p,Supported Devices
p,Notes
p,PyTorch
p,"CPU, NVIDIA GPU (CUDA), Apple GPU (MPS), Intel GPU (XPU)"
p,"See Note on MPS device support ; see Note on Intel GPU support ;
see Note on device support for float64"
p,CuPy
p,CUDA
p,dpnp
p,"CPU, Intel GPU (SYCL)"
p,"See install link for driver setup; see Note on Intel GPU support ;
see Note on device support for float64"
p,Coverage is expected to grow over time.
p,"The configuration parameter array_api_dispatch needs to be set to True to enable array
API support. We recommend setting this configuration globally to ensure consistent
behaviour and prevent accidental mixing of array namespaces.
Note that in the examples below, we use a context manager ( config_context )
to avoid having to reset it to False at the end of every code snippet, so as to
not affect the rest of the documentation."
p,Scikit-learn’s support for the array API standard requires the environment variable SCIPY_ARRAY_API to be set to 1 before importing scipy and scikit-learn :
p,"Please note that this environment variable is intended for temporary use.
For more details, refer to SciPy’s Array API documentation ."
p,"The array API functionality assumes that the latest versions of scikit-learn’s dependencies are
installed. Older versions might work, but we make no promises. While array API support is marked
as experimental, backwards compatibility is not guaranteed. In particular, when a newer version
of a dependency fixes a bug we will not introduce additional code to backport the fix or
maintain compatibility with older versions."
p,"Scikit-learn accepts array-like inputs for all metrics and some estimators. When array_api_dispatch=False , these inputs are converted
into NumPy arrays using numpy.asarray (or numpy.array ).
While this will successfully convert some array API inputs (e.g., JAX array),
we generally recommend setting array_api_dispatch=True when using array API inputs.
This is because NumPy conversion can often fail, e.g., torch tensor allocated on GPU."
p,The example code snippet below demonstrates how to use PyTorch to run LinearDiscriminantAnalysis on a CUDA GPU:
p,"This pattern works identically with any supported array library. For example,
replace torch.asarray(..., device=""cuda"") with cupy.asarray(...) for CuPy
or dpnp.asarray(...) for dpnp. You can also target different devices within
PyTorch by changing the device= argument (e.g., ""cpu"" , ""xpu"" , ""mps"" )."
p,"After the model is trained, fitted attributes that are arrays will also be from
the same Array API namespace as the training data. For example, if PyTorch’s
CUDA namespace was used for training, then fitted attributes will be on the GPU.
Passing data in a different namespace or in a different device within the same
namespace to transform or predict is an error:"
p,"We provide move_estimator_to to transfer an estimator’s array attributes
to a different namespace and device:"
p,Estimators and other tools in scikit-learn that support array API compatible inputs.
p,"decomposition.PCA (with svd_solver=""full"" , svd_solver=""covariance_eigh"" , or svd_solver=""randomized"" ( svd_solver=""randomized"" only if power_iteration_normalizer=""QR"" ))"
p,kernel_approximation.Nystroem
p,"linear_model.LogisticRegression (with solver=""lbfgs"" )"
p,"linear_model.PoissonRegressor (with solver=""lbfgs"" )"
